Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min Nitrate N + Nitrite N,Min Fecal Coliform,Min Total Coliform
LAKE,GUJARAT,26.0,1.7,8.9,2259.0,12.0,0.2,2.0,2
LAKE,GUJARAT,29.0,2.1,7.7,222.0,0.4,0.0,12.0,49
POND,GUJARAT,27.0,6.0,7.1,405.0,1.1,0.1,9.0,84
POND,GUJARAT,22.0,6.1,7.3,331.0,1.1,0.0,2.0,23
TANK,GUJARAT,27.0,2.4,BDL,341.0,5.0,0.0,4.0,17
LAKE,HARYANA,22.0,6.3,7.1,205.0,6.0,0.0,26.0,2
LAKE,"HIMACHAL 
PRADESH",10.0,8.1,7.4,144.0,0.2,0.1,26.0,280
LAKE,"HIMACHAL 
PRADESH",7.7,6.9,7.0,154.0,0.1,0.1,2.0,63
LAKE,"HIMACHAL 
PRADESH",10.0,5.5,7.7,402.0,0.6,0.0,21.0,40
LAKE,"HIMACHAL 
PRADESH",11.0,6.0,7.8,165.0,0.7,0.0,58.0,920
LAKE,"HIMACHAL 
PRADESH",7.6,5.8,6.7,50.0,1.8,0.5,4.0,110
LAKE,"JAMMU & 
KASHMIR",8.4,3.4,7.5,173.0,1.5,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",12.0,7.5,7.6,204.0,1.0,0.2,26.0,2
LAKE,"JAMMU & 
KASHMIR",12.0,4.9,7.5,228.0,1.3,0.2,26.0,2
LAKE,"JAMMU & 
KASHMIR",13.0,4.5,7.8,210.0,3.6,0.8,26.0,2
LAKE,"JAMMU & 
KASHMIR",13.0,4.1,7.8,204.0,3.4,0.7,26.0,2
LAKE,"JAMMU & 
KASHMIR",5.8,2.0,7.4,155.0,1.7,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",4.3,6.1,7.6,232.0,2.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",9.0,4.0,7.7,170.0,1.9,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",4.2,2.0,7.3,227.0,1.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",5.0,5.0,7.4,149.0,1.5,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",6.4,4.0,7.4,236.0,4.5,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",6.3,3.0,7.5,236.0,2.5,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",4.6,4.0,7.4,236.0,2.4,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",4.4,5.0,7.5,203.0,1.4,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",4.6,3.9,7.7,156.0,1.9,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",4.8,5.4,7.6,228.0,2.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",6.5,6.5,7.5,116.0,0.8,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",7.0,6.0,7.5,134.0,0.7,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",6.5,4.9,7.2,155.0,1.3,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",6.0,4.6,7.3,180.0,3.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",6.0,2.6,7.5,257.0,2.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",10.5,0.6,7.2,317.0,14.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",3.9,0.5,7.1,317.0,12.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",8.0,4.8,7.3,311.0,2.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",8.0,3.5,7.3,375.0,2.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",8.0,2.4,7.2,372.0,3.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",8.2,2.5,7.2,358.0,3.0,0.0,26.0,2
LAKE,"JAMMU & 
KASHMIR",8.2,2.0,7.3,358.0,3.0,0.0,26.0,2
LAKE,JHARKHAND,24.0,7.4,7.2,320.0,0.7,0.0,26.0,2
LAKE,JHARKHAND,8.5,7.5,7.4,158.0,0.3,0.6,26.0,2
LAKE,JHARKHAND,16.0,6.5,6.7,320.0,1.4,0.0,26.0,2
POND,JHARKHAND,13.0,6.5,6.7,314.0,2.4,0.0,26.0,2
LAKE,KARNATAKA,24.6,4.1,6.8,302.0,2.0,0.5,110.0,920
LAKE,KARNATAKA,24.0,0.5,6.7,120.0,2.4,0.1,380.0,1700
LAKE,KARNATAKA,24.0,5.5,6.9,421.0,3.0,0.5,33.0,130
LAKE,KARNATAKA,24.0,5.0,6.5,265.0,3.0,0.2,490.0,3500
LAKE,KARNATAKA,27.0,5.0,7.0,320.0,3.0,0.5,110.0,920
LAKE,KARNATAKA,23.0,1.6,6.8,1072.0,4.0,0.9,460.0,5400
LAKE,KARNATAKA,26.0,2.8,6.5,657.0,4.0,0.7,330.0,5400
LAKE,KARNATAKA,26.0,1.3,6.5,525.0,2.0,0.5,330.0,3500
LAKE,KARNATAKA,25.2,2.2,6.3,479.0,3.0,0.9,430.0,5400
LAKE,KARNATAKA,26.0,1.5,6.5,66.0,3.6,0.7,460.0,3200
LAKE,KARNATAKA,28.0,4.0,6.6,632.0,4.0,0.8,400.0,3480
LAKE,KARNATAKA,22.0,1.2,7.2,1522.0,8.0,1.0,330.0,3500
LAKE,KARNATAKA,22.0,1.8,6.6,220.0,3.0,0.2,170.0,1090
LAKE,KARNATAKA,20.0,2.8,6.8,315.0,2.0,0.4,8.0,5400
LAKE,KARNATAKA,23.0,2.0,7.1,207.0,4.0,0.4,490.0,3480
LAKE,KARNATAKA,22.0,5.6,6.2,122.0,3.0,0.1,330.0,3500
LAKE,KARNATAKA,23.0,0.4,6.6,1912.0,19.0,2.0,400.0,3500
LAKE,KARNATAKA,23.0,1.5,6.7,1529.0,4.0,1.2,330.0,3500
LAKE,KARNATAKA,23.0,0.8,6.5,55.0,4.0,0.4,31.0,540
LAKE,KARNATAKA,23.0,0.5,6.5,128.0,2.0,0.1,340.0,5400
TANK,KARNATAKA,20.0,6.6,6.8,229.0,2.0,0.0,30.0,122
TANK,KARNATAKA,20.0,6.7,6.9,240.0,3.0,0.0,26.0,112
TANK,KARNATAKA,28.0,6.2,6.9,120.0,1.0,0.1,2.0,2
TANK,KARNATAKA,25.3,1.5,6.9,496.0,5.0,0.8,400.0,3500
TANK,KARNATAKA,24.6,5.6,7.0,373.0,3.0,0.2,110.0,1090
TANK,KARNATAKA,26.0,4.3,6.9,426.0,3.0,0.4,330.0,1600
TANK,KARNATAKA,21.0,4.6,6.5,126.0,3.0,0.1,480.0,3500
TANK,KARNATAKA,22.0,0.8,6.5,156.0,2.0,0.1,330.0,5400
TANK,KARNATAKA,22.0,0.5,6.5,525.0,6.0,0.4,210.0,350
TANK,KARNATAKA,25.0,0.0,7.2,2120.0,24.0,1.8,310.0,3500
TANK,KARNATAKA,24.0,4.2,6.7,420.0,3.0,0.5,480.0,3500
TANK,KARNATAKA,22.0,0.5,6.6,496.0,3.0,0.4,220.0,1200
TANK,KARNATAKA,26.0,4.0,6.5,531.0,3.0,0.3,330.0,2210
TANK,KARNATAKA,28.0,4.0,6.6,630.0,3.0,0.8,270.0,2400
TANK,KARNATAKA,24.0,4.0,6.5,32.0,4.0,0.5,460.0,5400
TANK,KARNATAKA,23.2,4.6,6.5,7.0,3.0,0.0,330.0,2210
TANK,KARNATAKA,22.3,0.0,6.5,285.0,4.0,0.2,210.0,1100
TANK,KARNATAKA,23.0,4.6,6.1,350.0,2.0,0.3,170.0,2400
TANK,KARNATAKA,24.0,0.6,6.5,150.0,3.0,0.1,330.0,1720
TANK,KARNATAKA,22.0,0.5,6.7,355.0,3.0,0.8,310.0,9200
TANK,KARNATAKA,23.0,5.0,6.6,229.0,3.0,0.1,330.0,3480
TANK,KARNATAKA,24.0,3.8,6.6,805.0,3.0,0.3,460.0,5420
TANK,KARNATAKA,25.0,3.0,7.3,760.0,3.0,0.2,240.0,2400
TANK,KARNATAKA,25.0,4.9,7.8,670.0,3.0,0.2,170.0,1700
TANK,KARNATAKA,25.0,4.6,7.7,510.0,2.0,0.1,68.0,700
TANK,KARNATAKA,25.0,4.5,7.3,320.0,2.0,0.1,78.0,940
TANK,KARNATAKA,25.0,4.6,7.7,500.0,2.0,0.1,93.0,940
TANK,KARNATAKA,25.0,4.8,7.4,410.0,2.0,0.1,140.0,1400
TANK,KARNATAKA,25.0,4.2,7.2,580.0,2.0,0.1,110.0,1200
TANK,KARNATAKA,25.0,5.5,7.2,360.0,2.0,0.1,78.0,1100
TANK,KARNATAKA,24.0,4.6,7.3,350.0,2.0,0.1,93.0,1300
TANK,KARNATAKA,25.0,4.0,7.1,310.0,2.0,0.1,94.0,1600
TANK,KARNATAKA,25.0,5.1,7.5,190.0,2.0,0.1,140.0,1300
TANK,KARNATAKA,25.0,5.2,6.8,210.0,2.0,0.1,92.0,940
TANK,KARNATAKA,25.0,4.6,7.0,290.0,2.0,0.1,61.0,940
TANK,KARNATAKA,25.0,5.4,7.4,430.0,2.0,0.1,93.0,1300
TANK,KARNATAKA,28.0,5.1,7.6,6.0,0.5,0.9,220.0,1600
TANK,KARNATAKA,25.0,4.2,7.0,676.0,12.3,0.9,350.0,900
TANK,KARNATAKA,24.0,6.9,7.6,918.0,3.3,0.5,80.0,550
TANK,KARNATAKA,23.0,6.1,7.8,806.0,4.7,1.0,130.0,550
TANK,KARNATAKA,23.0,7.2,7.8,466.0,2.4,0.3,50.0,110
TANK,KARNATAKA,23.0,6.6,7.5,630.0,3.5,0.5,70.0,275
TANK,KARNATAKA,23.0,6.8,7.8,521.0,3.2,0.4,130.0,900
TANK,KARNATAKA,23.0,6.2,7.5,686.0,4.8,1.2,225.0,1600
TANK,KARNATAKA,23.0,6.5,7.7,1214.0,4.2,0.9,170.0,900
TANK,KARNATAKA,25.0,6.5,7.2,110.0,2.4,0.0,70.0,300
TANK,KARNATAKA,25.0,6.8,7.1,102.0,2.4,0.0,110.0,500
TANK,KARNATAKA,26.0,6.9,7.1,120.0,2.4,0.0,240.0,900
TANK,KARNATAKA,26.0,5.9,7.3,170.0,2.5,0.0,50.0,500
LAKE,KERALA,21.0,6.0,6.8,100.0,1.1,0.4,40.0,120
LAKE,KERALA,21.0,5.4,6.8,16730.0,1.2,0.9,110.0,210
LAKE,KERALA,22.0,5.9,6.7,14052.0,1.2,0.9,79.0,160
LAKE,KERALA,26.0,4.0,1.6,1177.0,1.3,0.3,100.0,200
LAKE,KERALA,24.0,6.7,7.2,40.0,0.2,0.0,0.0,0
LAKE,KERALA,26.0,4.6,6.4,61.0,0.6,0.2,200.0,540
LAKE,KERALA,27.0,2.9,6.9,589.0,0.5,0.0,0.0,40
LAKE,KERALA,26.0,4.5,6.9,142.0,1.0,0.0,20.0,100
LAKE,KERALA,24.0,5.2,6.1,24.0,0.0,0.0,0.0,10
LAKE,KERALA,27.0,5.9,7.0,132.0,1.0,0.0,20.0,100
LAKE,KERALA,24.0,7.1,6.6,44.0,0.1,0.0,40.0,140
LAKE,KERALA,24.0,7.0,6.8,96.0,0.4,0.1,0.0,100
LAKE,KERALA,25.0,5.8,6.3,27.0,0.5,0.1,79.0,200
LAKE,KERALA,26.0,5.7,6.5,22.0,0.3,0.0,20.0,49
POND,KERALA,27.0,3.3,6.5,67.0,0.0,0.0,2.0,2
POND,LAKSHADWEEP,28.5,0.0,6.4,370.0,3.0,0.0,26.0,2
LAKE,MADHYA PRADESH,19.0,6.4,7.6,3.0,1.1,1.4,2.0,110
LAKE,MADHYA PRADESH,17.0,6.0,6.6,348.0,3.0,2.9,110.0,1600
LAKE,MADHYA PRADESH,16.0,7.8,7.5,211.0,1.4,0.0,2.0,120
LAKE,MADHYA PRADESH,17.5,6.8,7.4,146.0,0.7,0.3,2.0,BDL
LAKE,MADHYA PRADESH,18.0,6.7,7.3,249.0,1.2,0.3,2.0,BDL
LAKE,MADHYA PRADESH,12.0,5.1,7.6,292.0,1.5,1.0,2.0,13
LAKE,MADHYA PRADESH,20.0,5.2,7.2,492.0,1.0,0.7,2.0,40
LAKE,MADHYA PRADESH,20.0,4.9,7.3,368.0,1.2,0.8,2.0,5
LAKE,MADHYA PRADESH,20.0,5.3,7.8,450.0,1.2,0.6,2.0,24
LAKE,MADHYA PRADESH,23.0,4.6,7.7,290.0,0.8,0.9,2.0,6
LAKE,MADHYA PRADESH,19.0,6.3,7.0,320.0,0.8,0.4,2.0,21
LAKE,MADHYA PRADESH,16.0,4.2,7.4,6.0,2.5,0.4,2.0,130
LAKE,MADHYA PRADESH,18.0,6.1,6.7,138.0,1.3,0.9,2.0,28
LAKE,MADHYA PRADESH,17.0,6.4,6.9,170.0,1.4,1.2,2.0,110
LAKE,MADHYA PRADESH,16.0,6.5,7.2,170.0,1.0,1.6,2.0,110
LAKE,MADHYA PRADESH,20.0,6.7,7.5,94.0,0.7,0.9,2.0,24
LAKE,MADHYA PRADESH,14.0,2.2,7.7,318.0,2.1,1.6,2.0,110
LAKE,MADHYA PRADESH,11.0,6.9,7.5,216.0,1.2,0.0,2.0,23
LAKE,MADHYA PRADESH,22.0,6.5,7.6,408.0,1.0,0.0,2.0,40
POND,MADHYA PRADESH,20.0,6.2,7.5,552.0,3.0,0.0,6.0,70
POND,MADHYA PRADESH,22.0,6.8,7.4,156.0,2.0,0.1,4.0,46
POND,MADHYA PRADESH,17.7,6.1,7.3,340.0,2.4,0.4,2.0,41
POND,MADHYA PRADESH,17.0,3.5,7.4,400.0,1.8,0.3,2.0,BDL
POND,MADHYA PRADESH,17.0,5.5,7.1,357.0,1.7,0.3,2.0,BDL
POND,MADHYA PRADESH,20.0,4.1,7.3,480.0,1.4,0.0,2.0,70
POND,MADHYA PRADESH,19.5,6.7,7.0,320.0,0.9,0.2,2.0,17
POND,MADHYA PRADESH,19.0,7.0,7.1,280.0,1.2,0.0,2.0,8
POND,MADHYA PRADESH,16.5,5.6,7.4,348.0,1.8,0.4,2.0,47
POND,MADHYA PRADESH,18.0,6.2,7.3,350.0,1.8,0.3,2.0,BDL
POND,MADHYA PRADESH,21.0,6.5,7.8,283.0,1.0,0.0,2.0,40
POND,MADHYA PRADESH,17.0,5.0,7.6,280.0,1.2,0.0,2.0,48
LAKE,MANIPUR,18.0,4.6,6.5,118.0,1.2,0.03,26.0,20
LAKE,MANIPUR,17.0,3.2,7.1,109.0,0.1,0.03,26.0,10
LAKE,MANIPUR,18.3,5.7,7.1,121.0,1.6,0.03,26.0,1
LAKE,MANIPUR,19.0,4.3,7.0,117.0,0.3,0.03,26.0,10
LAKE,MANIPUR,18.0,2.2,6.4,117.0,0.9,0.03,26.0,88
POND,MANIPUR,19.0,6.3,6.8,170.0,0.7,0.03,26.0,35
POND,MANIPUR,18.0,7.2,7.1,127.0,1.3,0.03,26.0,55
POND,MANIPUR,19.0,3.8,6.3,148.0,1.6,0.03,26.0,60
POND,MANIPUR,19.0,6.4,7.1,190.0,0.7,0.03,26.0,20
POND,MANIPUR,18.0,3.6,6.8,254.0,1.3,0.03,26.0,30
POND,MANIPUR,18.0,5.8,7.1,116.0,1.3,0.03,26.0,63
POND,MANIPUR,18.0,6.0,7.0,73.0,0.8,0.03,26.0,15
POND,MANIPUR,19.0,5.3,7.1,78.0,0.4,0.03,26.0,5
POND,MANIPUR,20.0,6.3,7.2,104.0,2.8,0.03,26.0,10
POND,MANIPUR,19.0,5.5,6.9,221.0,2.6,0.03,26.0,20
POND,MANIPUR,18.0,5.9,6.9,253.0,2.4,0.03,26.0,70
POND,MANIPUR,19.0,4.1,6.5,9.0,0.4,0.04,26.0,70
POND,MANIPUR,18.0,3.0,6.3,109.0,0.3,0.04,26.0,75
LAKE,MEGHALAYA,11.0,6.2,6.7,40.0,1.4,0.3,14.0,70
LAKE,MEGHALAYA,15.0,6.3,6.8,58.0,1.4,0.3,24.0,84
LAKE,NAGALAND,22.0,2.5,6.5,54.0,2.4,0.1,26.0,2
LAKE,NAGALAND,21.4,2.6,7.0,55.0,2.0,0.2,26.0,2
LAKE,ODISHA,24.0,5.1,7.4,1950.0,1.0,0.0,2.0,2
LAKE,ODISHA,23.0,5.4,6.8,106.0,1.0,0.0,20.0,230
LAKE,ODISHA,11.0,6.2,7.9,12580.0,0.3,0.0,2.0,BDL
LAKE,ODISHA,12.0,4.5,7.3,323.0,4.4,0.0,20.0,40
LAKE,ODISHA,23.0,6.3,6.6,104.0,0.6,0.1,20.0,78
LAKE,ODISHA,22.0,3.4,6.7,106.0,0.5,0.1,20.0,78
LAKE,ODISHA,23.0,4.8,6.9,105.0,0.8,0.1,20.0,93
POND,ODISHA,19.0,3.5,7.1,387.0,1.0,0.3,130.0,260
POND,ODISHA,22.0,5.0,8.0,642.0,3.8,0.1,2.0,2
POND,ODISHA,22.0,4.7,7.3,608.0,3.6,3.2,2.0,2
POND,ODISHA,20.0,3.3,7.6,332.0,3.2,0.1,78.0,270
POND,ODISHA,20.0,1.6,6.6,528.0,4.1,0.6,330.0,790
POND,ODISHA,24.0,4.8,6.6,249.0,3.1,0.1,20.0,130
POND,ODISHA,16.0,6.5,6.8,93.0,0.7,0.1,20.0,45
POND,ODISHA,21.0,2.3,7.4,595.0,2.5,0.5,20.0,170
LAKE,PUDUCHERRY,29.0,8.0,8.3,293.0,0.0,BDL,22.0,50
LAKE,PUDUCHERRY,29.0,5.5,6.6,335.0,0.0,0.0,27.0,130
LAKE,PUNJAB,12.0,6.3,7.0,183.0,1.6,0.8,230.0,490
LAKE,PUNJAB,12.0,6.3,7.0,234.0,1.6,0.7,230.0,490
LAKE,PUNJAB,11.0,7.8,7.2,148.0,0.0,BDL,33.0,70
LAKE,RAJASTHAN,16.0,6.0,7.9,530.0,0.6,1.7,9.0,28
LAKE,RAJASTHAN,16.0,5.4,7.9,1060.0,1.7,0.0,14.0,28
LAKE,RAJASTHAN,18.0,2.3,6.7,330.0,1.5,1.1,7.0,14
LAKE,RAJASTHAN,16.0,6.2,7.9,610.0,0.9,1.7,11.0,75
LAKE,RAJASTHAN,21.2,5.3,7.4,250.0,0.6,1.3,4.0,7
LAKE,RAJASTHAN,10.0,4.6,7.3,240.0,0.2,1.8,4.0,7
LAKE,RAJASTHAN,18.0,2.7,7.4,410.0,0.9,1.3,7.0,20
LAKE,RAJASTHAN,17.0,5.4,7.3,210.0,1.1,1.8,4.0,7
LAKE,RAJASTHAN,19.0,3.2,7.9,510.0,0.6,2.1,7.0,28
LAKE,RAJASTHAN,18.5,3.3,7.9,480.0,0.7,1.8,7.0,28
LAKE,RAJASTHAN,12.0,4.2,7.4,520.0,0.9,1.8,7.0,28
LAKE,RAJASTHAN,18.0,3.2,6.8,630.0,1.1,2.3,14.0,75
LAKE,RAJASTHAN,18.0,1.8,7.2,440.0,3.2,0.0,21.0,150
POND,RAJASTHAN,16.0,6.2,7.8,340.0,0.8,2.5,4.0,11
LAKE,TAMIL NADU,17.0,6.5,6.4,102.0,2.1,0.3,33.0,48
LAKE,TAMIL NADU,16.0,2.0,6.5,6.0,1.6,0.5,110.0,390
LAKE,TAMIL NADU,25.0,6.2,6.2,286.0,0.8,0.4,78.0,380
LAKE,TAMIL NADU,29.0,3.9,7.5,256.0,0.9,0.3,34.0,130
LAKE,TAMIL NADU,8.1,3.1,7.1,364.0,2.0,0.2,2.0,490
LAKE,TAMIL NADU,31.0,4.2,7.5,396.0,2.0,0.1,2.0,260
LAKE,TAMIL NADU,31.0,4.3,6.3,360.0,2.0,0.1,2.0,320
LAKE,TAMIL NADU,31.0,2.9,6.3,29900.0,2.0,0.0,2.0,BDL
LAKE,TELANGANA,20.0,0.1,7.3,1204.0,10.0,1.2,20.0,260
LAKE,TELANGANA,26.0,0.0,7.1,1088.0,14.0,0.6,40.0,520
LAKE,TELANGANA,26.0,5.0,7.5,302.0,1.0,0.2,2.0,10
LAKE,TELANGANA,25.0,2.3,6.9,1197.0,6.0,1.2,2.0,140
LAKE,TELANGANA,26.0,0.0,7.3,1355.0,6.0,2.1,2.0,80
LAKE,TELANGANA,26.0,0.0,7.4,1870.0,24.0,1.6,20.0,370
LAKE,TELANGANA,26.0,5.1,7.2,215.0,2.0,0.0,2.0,10
LAKE,TELANGANA,25.0,3.9,7.1,435.0,2.0,0.3,2.0,10
LAKE,TELANGANA,26.0,0.9,7.1,980.0,6.0,0.2,2.0,120
LAKE,TELANGANA,26.0,0.1,7.1,1085.0,10.0,0.1,2.0,120
LAKE,TELANGANA,20.0,0.0,7.4,1210.0,10.0,0.9,2.0,176
LAKE,TELANGANA,24.0,0.0,7.4,1180.0,14.0,3.8,2.0,110
LAKE,TELANGANA,18.0,0.0,7.0,880.0,12.0,0.3,2.0,220
LAKE,TELANGANA,25.0,0.0,7.1,1162.0,15.0,0.0,2.0,21
LAKE,TELANGANA,26.0,2.0,7.2,686.0,1.0,0.2,2.0,17
LAKE,TELANGANA,27.0,0.0,7.3,1345.0,9.0,2.2,2.0,14
POND,TELANGANA,27.0,0.1,7.6,1480.0,20.0,0.0,30.0,400
POND,TELANGANA,25.0,0.0,6.9,3460.0,28.0,1.2,2.0,480
POND,TELANGANA,24.0,3.8,7.1,386.0,2.0,0.1,2.0,17
POND,TELANGANA,24.0,0.0,5.4,7040.0,99.0,40.8,4.0,125
POND,TELANGANA,26.0,1.0,7.2,1007.0,4.0,0.5,2.0,120
POND,TELANGANA,26.0,0.0,7.2,1330.0,11.0,1.1,2.0,236
POND,TELANGANA,26.0,0.0,7.2,921.0,8.0,0.9,10.0,180
POND,TELANGANA,26.0,0.0,7.4,1240.0,12.0,2.0,2.0,162
POND,TELANGANA,26.0,1.9,7.3,1189.0,6.0,2.3,2.0,156
POND,TELANGANA,25.0,0.0,7.3,1243.0,14.0,0.6,2.0,120
TANK,TELANGANA,24.0,5.2,7.5,257.0,2.0,0.0,2.0,8
TANK,TELANGANA,18.0,4.9,7.5,530.0,3.0,6.8,5.0,57
TANK,TELANGANA,24.0,4.8,7.0,1782.0,16.0,0.4,6.0,124
TANK,TELANGANA,24.0,3.2,6.3,2586.0,10.0,11.0,2.0,29
TANK,TELANGANA,26.0,0.0,7.2,3270.0,16.0,2.1,2.0,120
TANK,TELANGANA,27.0,5.0,7.1,4670.0,12.0,0.0,26.0,2
TANK,TELANGANA,26.0,0.0,7.2,1447.0,22.0,0.3,55.0,320
TANK,TELANGANA,25.0,4.5,7.5,59.0,3.0,0.6,2.0,4
TANK,TELANGANA,26.0,2.0,7.3,1114.0,8.0,0.9,2.0,40
TANK,TELANGANA,23.0,4.1,6.3,860.0,3.0,10.6,2.0,22
TANK,TELANGANA,26.0,0.1,7.1,514.0,3.0,0.3,2.0,24
