Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min Nitrate N + Nitrite N,Min Fecal Coliform,Min Total Coliform
LAKE,GUJARAT,26.0,5.0,7.7,298.0,5.0,0.1,5.0,21.0
LAKE,GUJARAT,21.0,3.4,7.3,146.0,4.1,0.03,4.0,9.0
LAKE,GUJARAT,22.0,4.1,6.6,420.0,4.1,0.01,2.0,2.0
LAKE,GUJARAT,22.0,3.8,6.7,360.0,3.1,0.0,7.0,14.0
LAKE,GUJARAT,23.0,2.5,8.5,619.0,1.9,0.24,4.0,21.0
LAKE,GUJARAT,29.0,4.1,7.7,122.0,0.4,0.0,4.0,11.0
LAKE,GUJARAT,26.0,5.2,7.5,226.0,1.5,0.04,2.0,2.0
LAKE,GUJARAT,26.0,7.0,7.7,229.0,1.0,0.06,8.0,26.0
LAKE,GUJARAT,27.0,6.1,7.3,300.0,1.0,0.0,12.0,38.0
LAKE,GUJARAT,24.0,5.7,7.0,209.0,1.1,0.0,7.0,14.0
LAKE,GUJARAT,24.0,5.3,7.4,344.0,0.7,0.07,2.0,2.0
LAKE,GUJARAT,24.0,2.0,7.3,325.0,0.7,0.04,4.0,11.0
LAKE,GUJARAT,24.0,1.2,7.0,457.0,0.7,0.71,4.0,7.0
LAKE,GUJARAT,27.0,0.5,8.4,1884.0,21.0,0.18,11.0,43.0
LAKE,GUJARAT,26.0,1.6,8.6,2354.0,17.0,0.18,7.0,26.0
LAKE,GUJARAT,26.0,2.1,7.4,190.0,1.2,0.0,2.0,11.0
POND,GUJARAT,25.0,5.1,7.1,360.0,1.1,0.01,26.0,94.0
POND,GUJARAT,24.0,6.0,4.6,326.0,0.9,0.03,17.0,41.0
TANK,GUJARAT,26.0,4.2,7.4,221.0,6.0,0.05,2.0,11.0
LAKE,HARYANA,25.0,5.7,6.9,165.0,0.8,0.0,170.0,840.0
LAKE,HARYANA,25.0,5.8,7.1,281.0,2.4,0.0,200.0,1480.0
LAKE,"HIMACHAL 
PRADESH",10.0,7.5,7.7,176.0,0.2,0.1,27.0,220.0
LAKE,"HIMACHAL 
PRADESH",13.5,6.3,7.4,172.0,0.1,0.04,5.0,170.0
LAKE,"HIMACHAL 
PRADESH",13.0,5.3,6.4,719.0,1.2,0.24,21.0,33.0
LAKE,"HIMACHAL 
PRADESH",12.0,4.5,7.2,190.0,2.0,0.0,94.0,540.0
LAKE,"HIMACHAL 
PRADESH",7.9,5.9,6.8,69.0,2.8,0.0,17.0,540.0
LAKE,"JAMMU & 
KASHMIR",3.6,5.2,7.2,112.0,1.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",10.0,6.9,7.3,154.0,2.3,0.01,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",10.0,6.1,7.6,156.0,2.4,0.11,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",9.0,6.4,7.4,156.0,9.0,0.02,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",9.0,6.2,7.7,145.0,6.0,0.02,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",3.2,2.0,7.1,110.0,1.1,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",3.5,5.7,7.4,114.0,1.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",2.5,2.2,7.2,119.0,3.8,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",3.5,6.5,7.3,120.0,1.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",7.5,5.0,7.2,119.0,1.3,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",5.2,4.8,7.2,239.0,3.5,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",6.0,5.0,7.2,188.0,3.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",5.4,4.5,7.2,168.0,2.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",3.3,6.2,7.4,130.0,1.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",4.4,5.1,7.3,103.0,1.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",4.8,5.6,7.3,117.0,1.4,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",6.5,3.6,7.6,110.0,1.3,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",6.0,2.0,7.5,120.0,2.0,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",6.0,3.0,7.4,115.0,1.6,0.13,130.0,300.0
LAKE,"JAMMU & 
KASHMIR",5.8,4.3,7.4,120.0,1.8,0.13,130.0,300.0
LAKE,JHARKHAND,17.0,6.9,7.2,290.0,1.0,0.13,130.0,300.0
LAKE,JHARKHAND,11.5,7.5,6.7,210.0,0.2,0.6,130.0,300.0
POND,JHARKHAND,23.0,3.0,7.7,340.0,2.7,0.13,130.0,300.0
LAKE,KARNATAKA,28.0,4.2,7.4,410.0,3.0,0.55,330.0,1090.0
LAKE,KARNATAKA,23.0,4.0,7.6,496.0,2.0,0.24,330.0,2100.0
LAKE,KARNATAKA,21.0,4.2,6.8,282.0,4.0,0.7,210.0,1720.0
LAKE,KARNATAKA,27.0,4.2,6.9,330.0,3.0,0.41,270.0,1090.0
LAKE,KARNATAKA,25.1,3.7,6.2,425.0,3.0,1.0,700.0,2210.0
LAKE,KARNATAKA,25.0,5.0,6.4,588.0,2.0,1.0,270.0,2210.0
LAKE,KARNATAKA,23.0,2.5,7.0,224.0,3.0,0.38,110.0,1200.0
LAKE,KARNATAKA,24.0,5.4,6.8,121.0,3.0,0.18,170.0,1090.0
TANK,KARNATAKA,23.0,6.4,7.1,255.0,2.0,0.0,240.0,900.0
TANK,KARNATAKA,26.0,5.8,8.4,1257.0,2.0,0.0,1000.0,3200.0
TANK,KARNATAKA,23.0,6.0,7.1,298.0,2.0,0.0,240.0,900.0
TANK,KARNATAKA,28.0,6.0,6.7,133.0,1.0,0.18,2.0,5.0
TANK,KARNATAKA,21.0,4.0,6.5,380.0,3.0,0.45,490.0,2400.0
TANK,KARNATAKA,28.0,4.6,6.7,430.0,3.0,0.8,330.0,700.0
TANK,KARNATAKA,25.0,0.4,6.7,1442.0,5.0,2.02,330.0,1410.0
TANK,KARNATAKA,25.0,3.5,6.7,304.0,3.0,0.0,330.0,790.0
TANK,KARNATAKA,28.0,2.4,5.9,724.0,4.0,0.76,490.0,790.0
TANK,KARNATAKA,23.8,2.6,6.5,286.0,3.0,0.6,220.0,1300.0
TANK,KARNATAKA,24.6,2.2,6.5,461.0,4.0,1.05,140.0,1090.0
TANK,KARNATAKA,24.0,4.7,6.6,195.0,3.0,0.0,490.0,790.0
TANK,KARNATAKA,24.0,2.1,6.6,365.0,3.0,0.27,210.0,2400.0
TANK,KARNATAKA,24.0,6.7,7.9,10.0,3.0,0.2,390.0,2100.0
TANK,KARNATAKA,24.0,6.8,7.9,10.0,4.2,0.23,940.0,2800.0
TANK,KARNATAKA,24.0,6.2,7.6,620.0,3.0,0.14,270.0,2800.0
TANK,KARNATAKA,25.0,5.1,7.6,440.0,3.0,0.13,270.0,2200.0
TANK,KARNATAKA,25.0,5.4,7.7,400.0,2.0,0.12,210.0,2200.0
TANK,KARNATAKA,26.0,6.0,7.2,992.0,11.0,0.0,240.0,900.0
TANK,KARNATAKA,25.0,6.7,7.4,460.0,0.5,0.8,110.0,170.0
TANK,KARNATAKA,24.0,5.3,7.5,340.0,1.0,0.16,900.0,1600.0
TANK,KARNATAKA,24.0,1.4,6.5,480.0,16.5,0.48,1800.0,3200.0
TANK,KARNATAKA,24.0,5.8,8.1,400.0,2.2,0.58,560.0,1600.0
TANK,KARNATAKA,25.0,3.1,6.9,530.0,23.1,0.51,275.0,1800.0
TANK,KARNATAKA,26.0,7.1,7.7,972.0,3.2,0.48,70.0,175.0
TANK,KARNATAKA,26.0,6.1,7.6,830.0,4.4,0.86,20.0,110.0
TANK,KARNATAKA,26.0,7.0,7.2,560.0,3.0,0.33,17.0,80.0
TANK,KARNATAKA,25.0,6.1,7.6,696.0,3.4,0.31,50.0,140.0
TANK,KARNATAKA,27.0,6.3,7.3,566.0,3.9,0.25,25.0,140.0
TANK,KARNATAKA,25.0,5.9,7.3,778.0,4.7,0.12,130.0,550.0
TANK,KARNATAKA,26.0,6.6,7.6,1213.0,3.6,0.69,110.0,350.0
TANK,KARNATAKA,25.0,5.9,7.2,90.0,2.0,0.0,50.0,140.0
TANK,KARNATAKA,25.0,5.6,7.1,120.0,2.3,0.0,60.0,170.0
TANK,KARNATAKA,26.0,5.5,7.6,130.0,2.5,0.0,460.0,1400.0
TANK,KARNATAKA,25.0,5.3,7.1,140.0,3.0,0.0,800.0,2400.0
TANK,KARNATAKA,24.5,2.0,7.7,350.0,5.0,0.0,1100.0,3000.0
LAKE,KERALA,30.0,4.0,6.6,387.0,3.0,0.0,650.0,1640.0
LAKE,KERALA,24.0,4.3,6.5,110.0,1.0,0.28,100.0,220.0
LAKE,KERALA,20.0,5.7,6.8,18796.0,1.4,0.43,160.0,480.0
LAKE,KERALA,23.0,5.3,6.9,20100.0,1.2,0.41,120.0,400.0
LAKE,KERALA,27.0,3.2,6.7,1229.0,0.6,0.24,310.0,760.0
LAKE,KERALA,26.0,1.5,6.7,34.0,0.1,0.0,2.0,2.0
LAKE,KERALA,27.0,4.5,6.8,1655.0,0.7,0.23,400.0,470.0
LAKE,KERALA,28.0,3.2,7.2,1126.0,0.9,0.0,100.0,240.0
LAKE,KERALA,26.0,3.8,6.8,168.0,1.0,0.05,140.0,240.0
LAKE,KERALA,27.1,5.1,6.3,25.0,0.5,0.05,4.0,8.0
LAKE,KERALA,26.0,4.8,6.9,182.0,0.7,0.05,100.0,200.0
LAKE,KERALA,24.0,5.5,6.5,35.0,0.2,0.06,4.0,40.0
LAKE,KERALA,27.0,1.2,7.0,89.0,0.5,0.03,2.0,2.0
LAKE,KERALA,26.0,6.6,6.5,22.0,0.7,0.02,150.0,4.0
LAKE,KERALA,27.0,6.7,6.5,20.0,0.4,0.01,2.0,17.0
LAKE,KERALA,30.0,5.9,6.2,98.0,0.5,0.0,220.0,620.0
POND,KERALA,30.0,5.9,6.6,79.0,1.3,0.0,110.0,320.0
POND,KERALA,21.0,5.5,7.0,77.0,0.0,0.0,2.0,2.0
POND,LAKSHADWEEP,"28.7 
34.1","7.2 
9.7",7.1,290.0,2.0,0.13,130.0,300.0
LAKE,MADHYA PRADESH,18.0,7.5,7.6,223.0,1.5,0.0,2.0,90.0
LAKE,MADHYA PRADESH,18.0,6.2,7.4,336.0,3.1,0.0,20.0,190.0
LAKE,MADHYA PRADESH,2.9,7.2,7.4,176.0,1.2,0.0,2.0,90.0
LAKE,MADHYA PRADESH,18.8,7.2,7.1,142.0,0.7,0.3,2.0,17.0
LAKE,MADHYA PRADESH,18.0,6.3,7.2,173.0,0.8,0.3,2.0,21.0
LAKE,MADHYA PRADESH,23.0,6.1,7.5,410.0,1.8,0.0,130.0,300.0
LAKE,MADHYA PRADESH,19.0,4.8,7.5,499.0,1.1,0.73,2.0,33.0
LAKE,MADHYA PRADESH,19.0,4.6,7.3,371.0,1.2,0.43,2.0,40.0
LAKE,MADHYA PRADESH,19.0,3.9,7.7,330.0,1.2,0.89,2.0,23.0
LAKE,MADHYA PRADESH,21.0,6.4,7.2,294.0,1.4,0.78,2.0,40.0
LAKE,MADHYA PRADESH,24.0,6.5,7.2,0.0,1.2,1.55,2.0,21.0
LAKE,MADHYA PRADESH,19.0,5.5,7.3,526.0,3.1,0.0,12.0,920.0
LAKE,MADHYA PRADESH,19.0,7.5,7.5,218.0,1.5,0.0,2.0,94.0
LAKE,MADHYA PRADESH,21.0,7.5,7.5,211.0,1.7,0.0,2.0,90.0
LAKE,MADHYA PRADESH,17.0,7.3,7.8,228.0,1.5,0.0,2.0,90.0
LAKE,MADHYA PRADESH,6.0,6.9,7.6,193.0,1.2,0.0,2.0,34.0
LAKE,MADHYA PRADESH,18.0,7.1,7.5,160.0,2.1,0.0,2.0,90.0
LAKE,MADHYA PRADESH,20.0,6.1,5.6,390.0,2.0,0.0,130.0,300.0
LAKE,MADHYA PRADESH,20.0,6.4,7.8,308.0,1.0,0.0,2.0,40.0
POND,MADHYA PRADESH,22.0,4.6,7.1,552.0,2.4,0.84,9.0,7.0
POND,MADHYA PRADESH,24.0,7.0,7.5,280.0,2.0,0.0,4.0,34.0
POND,MADHYA PRADESH,18.0,6.9,7.1,360.0,3.1,0.3,2.0,46.0
POND,MADHYA PRADESH,19.0,3.7,6.5,320.0,3.2,0.3,10.0,63.0
POND,MADHYA PRADESH,16.0,4.1,7.4,350.0,1.9,0.3,2.0,46.0
POND,MADHYA PRADESH,19.0,2.6,7.6,8.0,1.4,0.95,2.0,50.0
POND,MADHYA PRADESH,22.6,6.1,7.2,10.0,1.3,1.41,2.0,21.0
POND,MADHYA PRADESH,19.0,6.4,7.4,270.0,1.2,0.08,2.0,8.0
POND,MADHYA PRADESH,18.0,6.2,7.1,382.0,2.8,0.34,2.0,41.0
POND,MADHYA PRADESH,19.0,6.3,7.2,270.0,2.0,0.34,2.0,40.0
POND,MADHYA PRADESH,20.0,6.3,7.7,270.0,0.8,0.0,2.0,33.0
POND,MADHYA PRADESH,22.0,4.7,7.5,373.0,1.2,0.63,2.0,50.0
LAKE,MANIPUR,20.1,6.3,7.5,265.0,2.0,0.0,130.0,250.0
LAKE,MANIPUR,20.2,6.4,7.0,310.0,2.1,0.0,130.0,100.0
LAKE,MANIPUR,20.3,6.2,6.9,260.0,1.1,0.0,130.0,130.0
LAKE,MANIPUR,21.0,6.0,6.8,270.0,1.3,0.0,130.0,140.0
LAKE,MANIPUR,21.0,5.0,3.1,2.0,1.0,0.0,130.0,240.0
POND,MANIPUR,21.2,7.3,2.2,200.0,1.4,0.0,130.0,119.0
POND,MANIPUR,21.2,6.9,7.0,196.0,1.0,0.0,130.0,116.0
POND,MANIPUR,22.0,6.3,7.1,201.0,1.8,0.0,130.0,135.0
POND,MANIPUR,21.3,6.4,6.9,320.0,1.6,0.0,130.0,125.0
POND,MANIPUR,21.4,6.1,6.8,350.0,1.6,0.0,130.0,45.0
POND,MANIPUR,20.4,6.0,6.7,50.0,1.9,0.0,130.0,69.0
POND,MANIPUR,20.3,5.7,6.7,200.0,1.0,0.0,130.0,30.0
POND,MANIPUR,21.0,5.7,6.9,290.0,1.2,0.0,130.0,35.0
POND,MANIPUR,21.0,6.0,7.0,120.0,1.1,0.0,130.0,40.0
POND,MANIPUR,21.1,6.0,7.0,110.0,1.2,0.0,130.0,35.0
POND,MANIPUR,21.5,5.8,6.3,7.0,1.2,0.0,130.0,40.0
POND,MANIPUR,20.9,5.0,6.9,430.0,1.2,0.0,130.0,45.0
POND,MANIPUR,20.9,6.1,6.1,450.0,1.0,0.0,130.0,40.0
LAKE,MEGHALAYA,16.0,5.0,6.9,8.0,3.8,0.35,1200.0,2600.0
LAKE,MEGHALAYA,13.0,6.0,6.9,132.0,2.5,0.22,610.0,2200.0
LAKE,MEGHALAYA,15.0,6.4,6.9,38.0,1.5,0.02,8.0,24.0
LAKE,MEGHALAYA,16.0,3.5,6.8,83.0,4.2,0.25,1400.0,3300.0
LAKE,MEGHALAYA,12.0,4.4,7.1,75.0,3.5,0.3,1100.0,2400.0
LAKE,MEGHALAYA,16.0,5.6,6.9,74.0,3.2,0.11,1100.0,2300.0
LAKE,MEGHALAYA,15.0,0.3,6.7,48.0,1.5,0.28,6.0,14.0
LAKE,MIZORAM,22.0,7.7,7.2,114.0,0.9,0.04,130.0,300.0
POND,MIZORAM,18.0,4.4,7.2,200.0,0.9,0.06,130.0,300.0
POND,MIZORAM,20.0,3.5,7.1,117.0,1.8,0.04,130.0,300.0
TANK,MIZORAM,18.0,6.4,7.2,146.0,0.5,0.02,130.0,300.0
LAKE,NAGALAND,22.4,4.1,6.5,111.0,2.8,0.0,130.0,300.0
LAKE,NAGALAND,21.2,3.5,6.4,80.0,2.2,0.0,130.0,300.0
LAKE,ODISHA,22.0,5.3,7.2,7086.0,0.9,0.13,2.0,2.0
LAKE,ODISHA,22.0,5.8,7.3,112.0,0.6,0.21,490.0,1100.0
LAKE,ODISHA,10.0,6.0,7.6,12770.0,0.9,0.13,2.0,2.0
LAKE,ODISHA,11.0,3.0,7.5,479.0,4.3,0.69,2.0,78.0
LAKE,ODISHA,22.0,4.8,7.2,94.0,1.0,0.2,78.0,1100.0
LAKE,ODISHA,22.0,5.1,7.2,113.0,0.8,0.0,390.0,1300.0
LAKE,ODISHA,23.0,5.1,7.2,125.0,1.1,0.18,490.0,2400.0
POND,ODISHA,23.0,1.7,7.5,395.0,1.5,0.27,1700.0,2800.0
POND,ODISHA,22.0,5.9,7.7,520.0,3.3,0.7,20.0,110.0
POND,ODISHA,21.0,1.7,7.2,412.0,2.7,1.45,8.0,23.0
POND,ODISHA,20.0,5.8,7.2,369.0,3.2,0.16,45.0,130.0
POND,ODISHA,20.0,5.7,6.7,104.0,1.3,0.4,2.0,230.0
POND,ODISHA,19.0,2.7,7.3,391.0,2.9,0.86,2.0,20.0
LAKE,PUDUCHERRY,29.0,6.4,8.0,307.0,0.0,0.01,2.0,21.0
LAKE,PUDUCHERRY,29.0,5.6,8.0,568.0,0.0,0.01,2.0,26.0
LAKE,PUNJAB,12.0,6.2,7.2,244.0,1.3,0.13,170.0,210.0
LAKE,PUNJAB,11.0,6.0,7.0,232.0,1.3,0.16,110.0,220.0
LAKE,PUNJAB,11.0,5.2,7.0,148.0,0.0,0.2,43.0,70.0
LAKE,RAJASTHAN,8.0,5.4,7.6,350.0,0.4,1.6,4.0,20.0
LAKE,RAJASTHAN,9.0,5.1,7.8,450.0,1.5,1.34,9.0,20.0
LAKE,RAJASTHAN,19.0,4.4,7.2,320.0,1.0,1.2,4.0,11.0
LAKE,RAJASTHAN,8.0,6.4,7.8,490.0,1.2,1.5,7.0,11.0
LAKE,RAJASTHAN,15.0,4.0,7.0,270.0,0.9,0.84,4.0,7.0
LAKE,RAJASTHAN,9.0,4.5,7.0,160.0,1.0,0.0,3.0,7.0
LAKE,RAJASTHAN,18.0,4.5,6.9,310.0,1.2,1.14,4.0,11.0
LAKE,RAJASTHAN,18.0,6.9,8.5,320.0,1.0,1.84,4.0,20.0
LAKE,RAJASTHAN,16.0,5.8,7.2,190.0,0.9,0.0,3.0,4.0
LAKE,RAJASTHAN,20.2,4.7,7.8,420.0,1.0,0.54,4.0,11.0
LAKE,RAJASTHAN,20.2,4.6,7.9,410.0,0.9,0.42,7.0,11.0
LAKE,RAJASTHAN,7.0,4.6,7.4,580.0,1.7,0.98,4.0,23.0
LAKE,RAJASTHAN,7.0,7.5,7.7,440.0,1.2,1.1,7.0,20.0
LAKE,RAJASTHAN,7.0,7.1,7.8,430.0,1.5,1.14,7.0,11.0
LAKE,RAJASTHAN,20.0,4.1,6.7,560.0,1.0,1.2,4.0,7.0
LAKE,RAJASTHAN,15.0,2.3,8.6,3000.0,5.0,1.84,11.0,150.0
LAKE,TAMIL NADU,17.0,4.3,6.3,97.0,2.4,0.18,21.0,26.0
LAKE,TAMIL NADU,12.0,2.2,6.8,396.0,3.6,1.0,460.0,1300.0
LAKE,TAMIL NADU,18.0,5.5,6.7,298.0,0.9,1.0,68.0,390.0
LAKE,TAMIL NADU,28.0,5.4,7.5,446.0,1.4,1.0,110.0,430.0
LAKE,TAMIL NADU,30.0,3.0,6.9,342.0,2.0,0.01,2.0,460.0
LAKE,TAMIL NADU,27.0,3.3,6.1,268.0,3.0,0.01,2.0,230.0
LAKE,TAMIL NADU,31.0,5.3,6.5,485.0,2.0,0.03,78.0,330.0
LAKE,TAMIL NADU,30.0,1.7,6.4,1059.0,1.3,0.0,2.0,45.0
LAKE,TELANGANA,22.0,0.1,7.4,952.0,9.0,0.0,58.0,300.0
LAKE,TELANGANA,25.0,0.1,7.4,940.0,18.0,0.0,60.0,250.0
LAKE,TELANGANA,20.0,3.8,7.9,277.0,1.0,0.0,10.0,186.0
LAKE,TELANGANA,22.0,1.9,7.6,902.0,10.0,0.0,54.0,250.0
LAKE,TELANGANA,25.0,0.1,7.4,1343.0,8.0,0.0,30.0,280.0
LAKE,TELANGANA,25.0,0.1,7.1,1068.0,20.0,0.0,30.0,180.0
LAKE,TELANGANA,7.0,5.2,7.6,220.0,1.0,0.0,15.0,150.0
LAKE,TELANGANA,22.0,2.9,7.6,251.0,1.0,0.0,15.0,14.0
LAKE,TELANGANA,24.0,1.5,7.1,576.0,3.0,0.0,35.0,270.0
LAKE,TELANGANA,24.0,0.1,7.1,939.0,10.0,0.0,48.0,321.0
LAKE,TELANGANA,24.0,0.1,7.3,1043.0,10.0,0.0,45.0,100.0
LAKE,TELANGANA,20.0,0.1,7.4,813.0,12.0,0.0,20.0,200.0
LAKE,TELANGANA,22.0,0.1,7.1,880.0,10.0,0.0,38.0,310.0
POND,TELANGANA,22.0,0.1,7.3,928.0,13.0,0.0,72.0,200.0
POND,TELANGANA,25.0,0.1,7.2,8950.0,107.0,0.0,30.0,200.0
POND,TELANGANA,25.0,5.1,7.8,358.0,2.0,0.0,62.0,352.0
POND,TELANGANA,20.0,0.1,4.9,6080.0,86.0,27.16,8.0,125.0
POND,TELANGANA,20.0,1.0,7.1,822.0,5.0,0.0,32.0,250.0
POND,TELANGANA,22.0,0.1,7.4,1078.0,15.0,0.0,60.0,270.0
POND,TELANGANA,20.0,0.1,7.4,662.0,12.0,0.0,36.0,280.0
POND,TELANGANA,22.0,0.1,7.4,830.0,9.0,0.0,40.0,396.0
POND,TELANGANA,25.0,0.1,6.9,812.0,7.0,0.0,80.0,400.0
POND,TELANGANA,25.0,0.1,7.3,827.0,8.0,0.0,88.0,250.0
TANK,TELANGANA,23.0,5.4,7.6,224.0,2.0,0.0,76.0,426.0
TANK,TELANGANA,20.0,6.1,7.4,365.0,3.0,4.6,4.0,50.0
TANK,TELANGANA,21.0,4.9,7.2,1163.0,8.0,13.5,8.0,10.0
TANK,TELANGANA,20.0,5.6,6.7,1437.0,6.0,9.0,5.0,69.0
TANK,TELANGANA,20.0,0.1,5.7,2223.0,17.0,0.0,41.0,112.0
TANK,TELANGANA,21.0,6.2,7.1,3650.0,8.0,0.0,4.0,75.0
TANK,TELANGANA,23.0,0.1,7.3,1175.0,18.0,0.0,62.0,300.0
TANK,TELANGANA,22.0,4.0,7.5,310.0,3.0,0.0,70.0,195.0
TANK,TELANGANA,25.0,3.7,7.5,870.0,12.0,0.0,39.0,360.0
TANK,TELANGANA,19.0,0.1,7.2,728.0,4.0,10.0,5.0,56.0
LAKE,TRIPURA,25.0,7.2,7.4,103.0,1.0,0.52,170.0,280.0
LAKE,TRIPURA,25.0,6.9,6.7,123.0,1.1,0.29,170.0,280.0
LAKE,TRIPURA,25.0,6.8,7.1,72.0,0.5,0.45,120.0,210.0
POND,TRIPURA,24.0,4.1,8.1,89.0,0.2,0.19,170.0,280.0
POND,TRIPURA,25.0,5.1,7.6,94.0,0.4,0.3,170.0,280.0
POND,TRIPURA,24.5,7.7,8.4,94.0,0.6,0.31,170.0,280.0
POND,TRIPURA,24.5,7.1,8.1,92.0,0.5,0.11,170.0,350.0
POND,TRIPURA,24.5,7.3,7.0,97.0,0.5,0.1,170.0,280.0
LAKE,UTTARAKHAND,8.0,6.8,7.4,450.0,1.0,0.13,130.0,300.0
LAKE,UTTARAKHAND,9.0,7.2,7.4,180.0,1.2,0.13,130.0,300.0
LAKE,WEST BENGAL,23.0,5.0,5.8,240.0,2.4,0.43,400.0,800.0
