Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min Nitrate N + Nitrite N,Min Fecal Coliform,Min Total Coliform
LAKE,ASSAM,22,4.0,6.5,140,2.1,0.50,300,720
LAKE,ASSAM,22,4.1,6.8,126,2.2,0.80,300,610
LAKE,ASSAM,19,4.0,6.5,87,2.3,0.80,360,910
LAKE,ASSAM,21,4.0,6.8,78,2.1,0.80,300,720
LAKE,ASSAM,20,0.3,7.0,462,12.6,1.20,1500,2800
LAKE,ASSAM,20,4.1,6.8,104,2.3,0.70,300,900
LAKE,ASSAM,20,0.3,6.9,430,20.8,2.80,2800,4400
POND,ASSAM,19,4.0,7.0,101,2.3,0.70,360,1100
POND,ASSAM,21,4.0,6.6,67,2.1,0.90,300,910
POND,ASSAM,20,6.5,7.1,218,2.2,0.80,300,910
POND,ASSAM,18,5.6,6.8,81,2.1,0.80,300,360
POND,ASSAM,20,4.7,6.8,52,2.1,0.80,300,720
POND,ASSAM,19,5.7,7.0,156,2.3,0.90,610,1100
POND,ASSAM,20,5.5,7.1,84,2.2,0.90,300,910
POND,ASSAM,17,4.2,6.7,59,2.0,0.80,300,720
POND,ASSAM,22,7.0,7.0,87,2.3,0.70,300,730
POND,ASSAM,17,5.4,6.6,48,2.1,0.80,360,360
POND,ASSAM,22,6.8,6.8,105,2.3,0.80,300,910
POND,ASSAM,17,4.8,6.8,58,1.9,0.60,300,360
POND,ASSAM,18,4.2,7.2,348,2.4,0.80,360,1400
POND,ASSAM,22,4.5,6.9,80,2.2,0.70,300,910
POND,ASSAM,19,4.7,6.8,59,2.1,0.70,300,360
POND,ASSAM,22,6.8,6.8,230,2.3,0.80,300,720
POND,ASSAM,22,4.0,6.9,130,2.3,0.80,300,610
POND,ASSAM,24,4.5,6.9,84,2.5,0.80,300,1100
POND,ASSAM,22,4.6,6.9,94,2.1,0.70,300,730
POND,ASSAM,20,4.9,7.0,90,2.1,0.80,300,620
POND,ASSAM,18,4.9,6.7,50,1.0,0.80,300,620
POND,ASSAM,17,4.3,6.8,230,2.4,1.00,300,1100
POND,ASSAM,17,5.4,6.5,66,2.3,0.70,300,730
POND,ASSAM,19,4.3,6.8,50,2.3,0.90,360,360
WETLAND,ASSAM,21,4.7,7.0,158,2.1,0.80,300,610
WETLAND,ASSAM,22,4.9,7.0,156,2.0,1.00,300,730
LAKE,BIHAR,15,2.8,7.1,221,1.6,0.30,1400,2600
LAKE,BIHAR,15,3.6,7.2,472,1.5,0.30,270,1100
LAKE,BIHAR,17,3.4,7.3,364,1.8,0.30,230,330
POND,BIHAR,19,5.2,7.1,699,2.0,0.30,2300,3300
POND,BIHAR,15,6.3,7.3,400,2.6,0.30,1300,3500
LAKE,"CHANDIGAR
H",16,7.8,7.0,202,1.8,0.40,27,170
POND,"CHHATTISGA
RH",26,6.2,7.2,2432,1.8,0.36,20,140
LAKE,DELHI,25,0.3,7.8,-,10.0,0.30,21000,-
LAKE,DELHI,25,0.3,8.1,-,3.3,0.30,4300,-
LAKE,DELHI,25,0.3,7.6,-,26.0,0.41,32000,-
LAKE,GOA,25,4.2,6.1,28,1.0,0.32,8,17
LAKE,GOA,27,5.1,6.1,16,1.0,0.32,1300,1700
LAKE,GOA,28,1.0,5.9,43,1.1,0.32,490,940
LAKE,GOA,26,6.8,6.1,44,1.0,0.32,490,700
LAKE,GOA,28,3.4,5.9,82,1.2,0.32,230,330
LAKE,GOA,27,1.2,6.3,166,1.7,0.32,2300,3300
LAKE,GOA,27,6.4,6.0,40,1.0,0.32,330,490
LAKE,GUJARAT,25,6.1,7.8,320,1.0,0.32,2,11
LAKE,GUJARAT,24,3.2,7.4,2140,1.0,0.30,14,94
LAKE,GUJARAT,26,4.1,7.5,467,1.2,0.39,170,540
LAKE,GUJARAT,25,4.0,7.7,476,1.0,0.32,11,110
LAKE,GUJARAT,25,5.1,7.4,390,2.0,0.32,4,11
LAKE,GUJARAT,26,6.5,7.1,340,1.8,0.04,70,170
LAKE,GUJARAT,24,4.0,7.1,526,1.0,0.32,4,21
LAKE,GUJARAT,20,0.3,7.9,1592,16.0,0.33,2,220
LAKE,GUJARAT,25,7.0,6.8,350,1.0,0.30,2,4
LAKE,GUJARAT,20,1.2,7.7,1322,2.2,0.32,12,70
LAKE,GUJARAT,23,6.5,7.1,312,2.0,0.32,5,20
LAKE,GUJARAT,25,5.3,8.1,601,1.2,0.36,63,170
LAKE,GUJARAT,23,1.6,7.7,1200,4.1,0.30,12,47
LAKE,GUJARAT,27,5.2,7.8,307,1.0,0.47,63,110
POND,GUJARAT,28,6.6,7.8,345,1.0,0.32,2,12
POND,GUJARAT,25,6.8,7.5,522,1.0,0.30,2,21
LAKE,HARYANA,25,7.8,7.2,269,2.2,0.30,100,800
LAKE,HARYANA,25,6.4,7.6,299,1.0,0.30,400,100
LAKE,HARYANA,18,6.4,7.0,1050,4.0,0.60,2400,14000
LAKE,HARYANA,5,6.5,7.0,810,4.0,1.80,750,4200
POND,HARYANA,25,6.5,7.3,394,2.2,0.30,200,700
LAKE,"HIMACHAL 
PRADESH",10,8.6,7.6,165,1.0,0.32,94,540
LAKE,"HIMACHAL 
PRADESH",7,5.5,6.7,46,1.0,0.30,2,14
LAKE,"HIMACHAL 
PRADESH",18,6.7,7.8,309,1.0,0.32,26,170
LAKE,"HIMACHAL 
PRADESH",9,6.2,7.4,158,1.0,0.32,130,920
LAKE,"JAMMU & 
KASHMIR",14,7.5,7.1,144,1.0,-,-,-
LAKE,"JAMMU & 
KASHMIR",16,6.4,8.1,138,3.0,-,-,-
LAKE,"JAMMU & 
KASHMIR",24,6.7,8.0,376,1.1,-,-,-
LAKE,"JAMMU & 
KASHMIR",20,5.6,8.0,380,1.6,-,-,-
LAKE,"JAMMU & 
KASHMIR",14,7.4,7.4,152,1.0,-,-,-
LAKE,"JAMMU & 
KASHMIR",16,6.0,8.2,142,3.1,-,-,-
LAKE,JHARKHAND,20,6.6,6.9,193,1.0,-,-,-
LAKE,JHARKHAND,22,6.5,7.3,-,1.5,-,-,-
LAKE,JHARKHAND,13,7.2,7.3,-,1.8,-,-,-
POND,JHARKHAND,16,5.2,7.5,92,1.2,-,-,-
POND,JHARKHAND,13,3.4,7.2,-,2.5,-,-,-
POND,JHARKHAND,14,4.0,7.2,-,1.9,-,-,-
POND,JHARKHAND,17,5.6,7.5,112,1.1,-,-,-
LAKE,KARNATAKA,25,0.3,6.5,312,5.0,0.70,390,3500
LAKE,KARNATAKA,25,4.2,6.8,354,4.0,1.00,230,3500
LAKE,KARNATAKA,25,0.3,6.8,368,4.0,1.00,1700,24000
LAKE,KARNATAKA,25,4.4,6.4,118,4.0,0.40,210,3500
LAKE,KARNATAKA,24,0.3,6.5,367,4.0,1.10,49,540
LAKE,KARNATAKA,25,3.1,6.1,286,3.0,1.00,310,9200
LAKE,KARNATAKA,25,0.3,6.5,287,4.0,0.96,170,3500
LAKE,KARNATAKA,25,2.6,6.7,315,4.0,0.92,230,3500
LAKE,KARNATAKA,23,0.3,7.2,690,3.0,0.40,1700,7900
LAKE,KARNATAKA,25,0.5,6.9,405,4.0,0.81,330,3500
LAKE,KARNATAKA,25,0.3,6.5,436,5.0,1.40,460,16000
LAKE,KARNATAKA,25,4.2,6.5,404,3.0,0.72,230,2400
LAKE,KARNATAKA,25,4.1,7.3,482,4.0,1.03,130,2400
LAKE,KARNATAKA,25,0.3,6.6,288,4.0,0.90,330,2400
LAKE,KARNATAKA,27,3.4,7.8,396,1.0,3.43,920,1600
LAKE,KARNATAKA,25,2.8,6.5,502,4.0,1.93,26,220
LAKE,KARNATAKA,24,2.8,6.6,482,3.0,1.70,220,2400
LAKE,KARNATAKA,25,0.3,6.5,368,4.0,1.80,340,2400
LAKE,KARNATAKA,25,5.1,7.1,587,4.0,1.17,230,3500
LAKE,KARNATAKA,25,4.1,6.5,673,4.0,1.85,210,3500
LAKE,KARNATAKA,21,1.5,7.5,897,8.0,0.84,1200,7000
LAKE,KARNATAKA,25,2.2,6.8,295,3.0,0.83,220,2400
LAKE,KARNATAKA,25,0.5,6.5,216,3.0,0.50,330,3500
LAKE,KARNATAKA,25,4.2,6.5,259,3.0,0.81,170,3500
LAKE,KARNATAKA,25,0.3,6.2,1033,11.0,3.90,2300,35000
LAKE,KARNATAKA,24,4.0,6.7,378,3.0,1.00,310,5400
LAKE,KARNATAKA,25,1.3,6.5,493,4.0,1.70,170,2400
LAKE,KARNATAKA,25,4.1,6.5,296,4.0,1.10,48,1600
LAKE,KARNATAKA,25,0.3,6.5,367,4.0,1.10,270,2400
LAKE,KARNATAKA,25,3.3,6.5,217,3.0,0.70,400,3500
LAKE,KARNATAKA,25,0.3,6.5,366,4.0,1.10,330,5400
LAKE,KARNATAKA,25,4.0,6.5,367,3.0,0.93,110,2400
LAKE,KARNATAKA,25,4.3,6.5,109,2.0,0.30,260,3500
LAKE,KARNATAKA,25,0.3,6.5,552,4.0,2.12,3100,35000
LAKE,KARNATAKA,25,0.3,6.5,376,4.0,0.97,270,5400
LAKE,KARNATAKA,24,3.1,7.8,234,1.0,0.30,2,2
LAKE,KARNATAKA,25,3.1,6.5,316,4.0,1.00,170,2400
LAKE,KARNATAKA,23,5.8,7.4,320,2.0,0.30,130,1100
LAKE,KARNATAKA,25,4.2,6.9,379,3.0,1.30,170,2400
LAKE,KARNATAKA,25,5.5,6.8,314,4.0,0.30,4600,35000
LAKE,KARNATAKA,24,2.2,6.7,478,4.0,1.80,2300,24000
LAKE,KARNATAKA,25,5.6,6.9,406,4.0,1.40,220,2400
LAKE,KARNATAKA,25,0.3,6.5,863,4.0,2.20,140,3500
LAKE,KARNATAKA,25,0.3,6.8,416,4.0,1.60,2200,24000
LAKE,KARNATAKA,25,3.4,6.7,309,3.0,0.72,330,3500
LAKE,KARNATAKA,25,0.3,6.5,262,3.0,0.67,430,3500
LAKE,KARNATAKA,25,0.3,6.8,738,7.0,3.00,390,5400
LAKE,KARNATAKA,25,0.3,6.7,1291,5.0,4.20,430,5400
LAKE,KARNATAKA,24,2.8,6.6,314,3.0,1.10,170,3500
LAKE,KARNATAKA,23,7.1,7.2,503,3.5,0.56,70,212
LAKE,KARNATAKA,21,4.2,7.7,280,1.0,3.64,350,920
LAKE,KARNATAKA,25,1.8,6.7,278,3.0,0.90,330,2400
LAKE,KARNATAKA,25,3.2,6.5,363,4.0,0.90,270,3500
LAKE,KARNATAKA,25,6.1,7.4,235,1.8,0.30,14,94
LAKE,KARNATAKA,25,3.2,6.5,345,4.0,0.90,79,1600
LAKE,KARNATAKA,22,5.5,8.2,543,2.0,0.44,400,4300
LAKE,KARNATAKA,25,4.7,6.5,633,4.0,1.90,310,2400
LAKE,KARNATAKA,25,6.7,7.8,240,1.0,0.30,20,170
LAKE,KARNATAKA,20,4.5,7.9,731,3.0,0.44,140,5800
LAKE,KARNATAKA,25,0.3,6.6,1057,5.0,2.70,2300,24000
LAKE,KARNATAKA,25,2.2,6.6,632,4.0,1.42,260,9200
LAKE,KARNATAKA,25,4.1,6.7,325,4.0,0.72,130,2400
LAKE,KARNATAKA,25,0.3,6.5,850,4.0,1.80,400,3500
LAKE,KARNATAKA,25,2.6,6.5,378,3.2,1.40,230,3500
LAKE,KARNATAKA,25,4.2,6.6,383,4.0,1.30,210,2400
LAKE,KARNATAKA,25,0.5,6.5,460,4.0,0.92,230,3500
LAKE,KARNATAKA,24,2.2,6.6,354,3.0,1.00,230,2400
LAKE,KARNATAKA,23,6.3,6.6,805,3.6,0.98,58,130
LAKE,KARNATAKA,25,0.3,6.6,869,6.0,2.29,130,2400
LAKE,KARNATAKA,24,6.2,7.1,653,3.4,0.65,58,141
LAKE,KARNATAKA,24,0.3,6.7,460,4.0,1.40,230,3500
LAKE,KARNATAKA,25,2.3,6.6,409,4.0,0.95,480,3500
LAKE,KARNATAKA,25,3.1,6.5,360,3.0,1.00,230,2400
LAKE,KARNATAKA,24,2.0,6.5,369,4.0,1.10,170,2400
LAKE,KARNATAKA,25,2.0,6.6,486,4.0,1.70,340,9200
LAKE,KARNATAKA,25,0.3,6.5,1028,11.0,3.00,460,3500
LAKE,KARNATAKA,25,1.6,6.5,530,4.0,1.39,170,2400
LAKE,KARNATAKA,25,3.8,6.9,422,4.0,1.40,270,2400
LAKE,KARNATAKA,21,5.8,7.3,340,2.0,0.30,130,1100
LAKE,KARNATAKA,25,2.8,6.7,580,4.0,1.18,170,3500
LAKE,KARNATAKA,25,0.5,6.5,517,4.0,1.20,410,9200
LAKE,KARNATAKA,18,5.3,7.7,525,2.5,0.56,780,4600
LAKE,KARNATAKA,24,0.3,6.5,628,4.0,2.00,630,9200
LAKE,KARNATAKA,25,0.3,6.8,457,8.0,1.40,330,2400
LAKE,KARNATAKA,25,2.8,6.6,330,3.0,0.92,210,3500
LAKE,KARNATAKA,25,4.2,7.3,652,4.0,1.89,140,2400
LAKE,KARNATAKA,23,5.1,7.3,719,3.9,0.70,112,345
LAKE,KARNATAKA,25,0.3,6.5,405,4.0,1.18,310,3500
LAKE,KARNATAKA,25,0.5,6.5,262,4.0,0.90,630,5400
LAKE,KARNATAKA,25,0.6,7.3,263,4.0,0.80,460,5400
LAKE,KARNATAKA,24,7.1,7.3,784,3.3,0.95,52,172
LAKE,KARNATAKA,25,0.3,6.3,171,4.0,0.65,270,9200
LAKE,KARNATAKA,25,0.3,6.5,489,4.0,1.50,3400,92000
LAKE,KARNATAKA,25,1.9,6.5,133,3.0,0.41,49,350
LAKE,KARNATAKA,25,0.3,6.5,808,4.0,1.75,310,5400
LAKE,KARNATAKA,25,2.4,6.5,325,4.0,1.27,140,2400
LAKE,KARNATAKA,25,0.3,6.5,367,5.0,0.69,430,9200
LAKE,KARNATAKA,25,3.9,6.5,157,3.0,0.52,310,3500
LAKE,KARNATAKA,25,0.3,6.5,443,4.0,1.40,170,3500
LAKE,KARNATAKA,20,0.9,7.6,856,9.0,0.76,940,7900
TANK,KARNATAKA,20,4.0,7.3,380,2.6,0.30,320,2100
TANK,KARNATAKA,25,3.0,6.6,492,4.0,1.40,210,3500
TANK,KARNATAKA,24,0.3,6.8,348,3.9,5.45,1840,3200
TANK,KARNATAKA,21,1.9,7.3,530,3.6,0.30,110,920
TANK,KARNATAKA,21,6.3,7.3,320,2.3,0.30,94,920
TANK,KARNATAKA,21,5.8,7.7,280,2.0,0.30,94,920
TANK,KARNATAKA,25,3.2,6.6,285,4.0,1.00,230,2400
TANK,KARNATAKA,25,1.9,6.6,280,2.0,0.30,240,690
TANK,KARNATAKA,25,1.2,6.5,292,4.0,0.72,310,16000
TANK,KARNATAKA,25,0.3,6.7,634,4.0,2.00,170,2400
TANK,KARNATAKA,25,3.3,6.1,274,3.0,0.80,170,2400
TANK,KARNATAKA,25,2.9,6.5,251,3.0,0.74,210,3500
TANK,KARNATAKA,25,0.3,6.6,223,4.0,0.86,1700,24000
TANK,KARNATAKA,25,4.4,6.5,149,3.0,0.51,340,5400
TANK,KARNATAKA,21,6.2,7.6,410,2.0,0.02,140,1100
TANK,KARNATAKA,25,0.5,6.7,315,4.0,0.69,110,2400
TANK,KARNATAKA,24,2.4,8.1,304,3.0,0.30,2,2
TANK,KARNATAKA,21,5.8,7.4,350,2.0,0.30,210,1300
TANK,KARNATAKA,23,4.4,7.5,775,19.0,1.12,161,475
TANK,KARNATAKA,25,0.5,6.5,293,3.0,0.90,170,2400
TANK,KARNATAKA,25,4.3,6.5,446,4.0,1.17,130,2400
TANK,KARNATAKA,21,5.0,7.6,340,2.0,0.02,140,1100
TANK,KARNATAKA,25,0.3,6.8,885,4.0,1.90,330,3500
TANK,KARNATAKA,21,1.5,7.2,580,2.5,0.30,93,790
TANK,KARNATAKA,22,5.0,7.9,540,2.0,0.32,380,4100
TANK,KARNATAKA,25,2.5,6.5,242,4.0,0.80,340,2400
TANK,KARNATAKA,25,0.3,6.5,493,4.0,1.50,220,2400
TANK,KARNATAKA,20,4.0,7.6,380,2.8,0.30,93,920
TANK,KARNATAKA,21,6.2,7.5,350,2.0,0.30,94,920
TANK,KARNATAKA,25,0.3,6.5,260,3.0,0.63,310,3500
TANK,KARNATAKA,25,3.5,6.9,331,4.0,1.02,170,2400
TANK,KARNATAKA,21,6.0,7.5,320,2.0,0.30,98,920
TANK,KARNATAKA,25,4.5,6.5,120,3.0,0.37,230,2400
TANK,KARNATAKA,25,2.2,6.9,399,4.0,1.44,230,2400
TANK,KARNATAKA,22,1.0,7.2,460,3.1,0.30,400,4900
TANK,KARNATAKA,25,5.8,7.1,945,4.0,0.30,170,500
TANK,KARNATAKA,24,7.2,7.4,740,4.8,0.32,79,920
TANK,KARNATAKA,25,5.0,7.5,1210,4.0,0.30,170,900
TANK,KARNATAKA,25,0.5,6.6,284,4.0,0.90,330,3500
TANK,KARNATAKA,25,4.0,6.5,158,3.4,0.50,170,2400
TANK,KARNATAKA,24,7.3,7.2,341,2.2,0.35,6,16
TANK,KARNATAKA,20,5.2,7.3,360,2.0,0.30,93,920
TANK,KARNATAKA,26,6.4,6.7,128,3.0,0.68,11,94
TANK,KARNATAKA,25,0.3,7.0,412,4.0,0.92,330,3500
TANK,KARNATAKA,25,0.3,6.5,250,3.0,0.95,170,5400
TANK,KARNATAKA,25,0.3,6.7,736,5.0,2.60,210,9200
TANK,KARNATAKA,21,5.9,7.5,330,1.8,0.30,140,1100
TANK,KARNATAKA,24,7.1,6.9,222,2.1,0.32,4,22
TANK,KARNATAKA,22,6.5,7.5,320,2.0,0.02,220,1600
TANK,KARNATAKA,25,4.7,6.7,419,3.0,1.18,49,240
TANK,KARNATAKA,21,5.2,7.5,350,2.5,0.30,170,1300
TANK,KARNATAKA,26,6.8,6.9,98,1.6,0.36,13,110
TANK,KARNATAKA,25,6.0,6.9,1199,3.0,0.30,140,920
TANK,KARNATAKA,25,0.3,6.8,694,8.0,2.67,220,2400
TANK,KARNATAKA,21,1.8,7.3,520,3.0,0.30,200,1600
TANK,KARNATAKA,23,5.1,7.1,784,5.1,1.08,63,220
TANK,KARNATAKA,25,0.3,6.6,992,5.0,2.30,460,9200
TANK,KARNATAKA,25,0.3,6.6,655,4.0,2.00,330,3500
TANK,KARNATAKA,25,6.8,7.3,122,1.0,0.30,13,109
TANK,KARNATAKA,25,3.2,6.9,203,4.0,0.67,310,5400
TANK,KARNATAKA,24,2.0,6.7,366,4.0,1.10,230,3500
LAKE,KERALA,27,0.8,6.3,5,1.6,0.30,100,400
LAKE,KERALA,26,2.2,6.5,179,3.6,0.30,920,2500
LAKE,KERALA,27,4.0,6.5,154,1.1,0.30,2,200
LAKE,KERALA,22,4.2,6.6,14200,1.0,0.30,81,200
LAKE,KERALA,24,0.8,6.7,16650,1.6,0.30,210,320
LAKE,KERALA,23,0.4,7.5,16885,8.8,0.30,170,700
LAKE,KERALA,20,3.4,7.1,24850,1.0,0.30,140,780
LAKE,KERALA,23,4.1,6.4,17123,1.8,0.30,130,630
LAKE,KERALA,28,3.3,7.1,1894,2.0,0.30,2,2
LAKE,KERALA,-,3.7,7.0,-,1.4,-,310,-
LAKE,KERALA,-,1.8,7.3,-,1.0,-,1700,-
LAKE,KERALA,-,3.1,7.3,-,1.0,-,1500,-
LAKE,KERALA,-,3.3,7.0,-,1.8,0.30,49,350
LAKE,KERALA,26,1.2,6.9,104,1.0,0.30,170,350
LAKE,KERALA,22,6.1,6.5,39,1.0,0.30,4,8
LAKE,KERALA,27,5.9,6.5,131,1.3,0.30,2,2
LAKE,KERALA,23,5.1,6.1,13800,1.4,0.30,130,460
LAKE,KERALA,24,7.2,6.9,47,1.0,0.30,2,2
LAKE,KERALA,22,7.0,6.5,21,1.0,0.30,2,10
LAKE,KERALA,22,6.7,6.6,120,1.0,0.30,100,150
LAKE,KERALA,-,1.4,6.2,5,4.9,-,4100,5800
LAKE,KERALA,26,5.2,6.0,125,1.9,0.30,600,1400
LAKE,KERALA,-,0.5,6.8,-,1.9,-,2,300
LAKE,KERALA,27,2.8,6.7,365,2.0,0.30,2200,4000
POND,KERALA,25,5.3,6.0,135,1.0,0.30,2,2
POND,KERALA,27,5.3,6.4,120,1.0,0.30,40,70
POND,KERALA,26,7.3,6.6,39,1.0,0.30,10,100
POND,KERALA,26,3.5,6.7,195,2.4,0.30,1800,4600
POND,KERALA,27,7.2,6.5,55,1.0,0.30,94,490
POND,KERALA,27,5.3,6.9,83,1.0,0.30,4,81
POND,"LAKSHADWE
EP",20,-,7.1,364,-,-,-,-
POND,"LAKSHADWE
EP",28,-,7.0,385,1.0,-,-,-
LAKE,"MADHYA 
PRADESH",19,6.8,7.1,299,1.0,0.84,2,40
LAKE,"MADHYA 
PRADESH",18,5.4,7.2,324,1.6,0.21,2,84
LAKE,"MADHYA 
PRADESH",20,6.7,7.1,216,1.0,0.45,2,41
LAKE,"MADHYA 
PRADESH",16,4.9,7.0,69,1.0,3.12,2,130
LAKE,"MADHYA 
PRADESH",23,5.8,7.2,540,1.7,0.41,2,31
LAKE,"MADHYA 
PRADESH",16,3.2,6.9,297,1.8,4.08,8,920
LAKE,"MADHYA 
PRADESH",20,6.8,7.3,272,1.4,0.48,2,24
LAKE,"MADHYA 
PRADESH",20,4.2,7.7,237,1.0,0.64,2,46
LAKE,"MADHYA 
PRADESH",18,3.3,6.8,424,1.8,6.16,6,1600
LAKE,"MADHYA 
PRADESH",20,6.5,7.1,318,1.0,0.90,2,41
LAKE,"MADHYA 
PRADESH",18,5.5,7.6,319,2.3,0.27,2,79
LAKE,"MADHYA 
PRADESH",15,4.7,7.1,161,1.0,2.06,4,110
LAKE,"MADHYA 
PRADESH",16,4.9,7.0,174,1.0,0.32,2,210
LAKE,"MADHYA 
PRADESH",16,5.0,7.1,154,1.0,0.46,4,120
LAKE,"MADHYA 
PRADESH",17,5.0,7.1,161,1.0,1.07,2,110
LAKE,"MADHYA 
PRADESH",20,6.6,7.4,307,1.0,1.07,2,48
POND,"MADHYA 
PRADESH",20,5.0,7.8,309,1.0,0.70,2,39
POND,"MADHYA 
PRADESH",18,5.0,7.3,239,1.8,0.02,2,17
POND,"MADHYA 
PRADESH",18,5.4,7.0,250,1.9,0.23,2,17
POND,"MADHYA 
PRADESH",18,5.0,7.0,290,2.4,0.15,2,17
POND,"MADHYA 
PRADESH",22,6.9,7.2,310,1.8,0.77,2,48
POND,"MADHYA 
PRADESH",17,6.0,7.2,226,1.9,0.28,2,17
POND,"MADHYA 
PRADESH",19,5.8,7.5,316,1.1,0.88,2,63
POND,"MADHYA 
PRADESH",25,7.1,7.6,267,1.8,0.77,2,47
POND,"MADHYA 
PRADESH",20,6.7,7.4,335,1.0,0.55,2,39
POND,"MADHYA 
PRADESH",19,5.6,7.3,250,2.1,0.27,2,17
POND,"MADHYA 
PRADESH",20,6.4,8.0,346,1.0,0.70,2,38
TANK,"MADHYA 
PRADESH",18,6.8,7.1,240,1.2,0.30,2,31
LAKE,MANIPUR,15,6.8,7.1,140,3.0,-,20,70
LAKE,MANIPUR,15,6.8,7.0,140,3.1,-,5,20
LAKE,MANIPUR,15,6.7,6.9,130,3.0,-,30,65
LAKE,MANIPUR,15,6.7,7.0,130,3.0,-,10,40
LAKE,MANIPUR,15,7.0,7.1,130,3.1,-,5,15
POND,MANIPUR,16,6.1,7.0,176,3.4,-,25,75
POND,MANIPUR,15,6.6,7.0,150,3.0,-,15,55
POND,MANIPUR,16,6.2,6.9,154,3.3,-,45,120
POND,MANIPUR,15,7.0,7.2,108,3.1,-,5,20
POND,MANIPUR,16,6.7,7.2,130,3.2,-,5,30
POND,MANIPUR,16,6.6,7.2,112,3.0,-,5,40
POND,MANIPUR,16,5.8,7.0,170,3.3,-,25,100
POND,MANIPUR,16,5.6,7.0,210,3.4,-,40,90
POND,MANIPUR,17,5.8,7.0,330,3.4,-,50,220
POND,MANIPUR,16,6.7,7.0,150,3.2,-,15,45
POND,MANIPUR,15,6.7,7.0,100,2.9,-,5,25
