Type Water Body,State Name,Min Temperature,Min Dissolved Oxygen,Min pH,Min Conductivity,Min BOD,Min Nitrate N + Nitrite N,Min Fecal Coliform,Min Total Coliform
LAKE,KARNATAKA,19.0,4.4,7.5,986,3.5,2.30,910,5800
LAKE,KARNATAKA,25.0,3.2,6.4,303,3.0,0.90,4000,35000
LAKE,KARNATAKA,25.0,0.3,6.5,550,5.0,0.70,3300,24000
LAKE,KARNATAKA,25.0,3.1,6.9,217,3.0,1.00,3300,24000
LAKE,KARNATAKA,25.0,2.0,6.5,206,4.0,0.50,4600,35000
LAKE,KARNATAKA,25.0,1.0,6.5,521,3.0,1.00,2300,24000
LAKE,KARNATAKA,25.0,2.8,6.5,447,3.0,1.27,2300,24000
LAKE,KARNATAKA,25.0,0.3,6.3,286,6.0,0.60,3300,24000
LAKE,KARNATAKA,25.0,0.3,6.6,629,3.0,0.93,2200,24000
LAKE,KARNATAKA,25.0,4.1,6.5,424,3.0,1.00,3300,24000
LAKE,KARNATAKA,25.0,2.3,6.5,180,3.0,0.30,4900,24000
LAKE,KARNATAKA,25.0,0.3,6.5,827,3.0,1.70,4800,35000
LAKE,KARNATAKA,25.0,4.6,6.7,210,4.0,1.00,4600,35000
LAKE,KARNATAKA,25.0,4.3,6.5,299,3.0,0.88,2300,24000
LAKE,KARNATAKA,21.0,4.6,7.0,332,1.3,0.30,920,1600
LAKE,KARNATAKA,25.0,2.7,6.5,488,3.0,0.30,2300,24000
LAKE,KARNATAKA,25.0,3.0,6.6,369,4.0,0.50,2700,24000
LAKE,KARNATAKA,25.0,0.3,6.5,313,5.0,0.30,2600,24000
LAKE,KARNATAKA,21.0,5.0,7.1,495,2.7,1.00,830,4600
LAKE,KARNATAKA,25.0,3.0,6.8,725,4.0,0.81,460,3500
LAKE,KARNATAKA,20.0,4.6,7.3,564,3.5,1.50,780,5800
LAKE,KARNATAKA,25.0,0.3,6.3,385,3.0,0.60,3300,24000
LAKE,KARNATAKA,25.0,1.2,6.8,647,4.0,1.10,3300,24000
LAKE,KARNATAKA,24.0,3.6,6.5,374,3.0,1.20,3900,24000
LAKE,KARNATAKA,25.0,4.1,6.9,543,3.0,0.30,3300,24000
LAKE,KARNATAKA,25.0,1.1,6.5,304,3.0,0.44,3400,24000
LAKE,KARNATAKA,24.0,6.5,7.4,810,3.4,0.92,26,109
LAKE,KARNATAKA,25.0,0.8,6.5,422,4.0,1.22,4600,35000
LAKE,KARNATAKA,25.0,1.8,6.5,207,5.0,0.30,2300,24000
LAKE,KARNATAKA,25.0,0.3,6.5,346,4.0,0.50,330,9200
LAKE,KARNATAKA,25.0,3.0,6.6,459,3.0,1.10,3300,24000
LAKE,KARNATAKA,25.0,4.7,6.9,290,3.0,1.10,4000,35000
LAKE,KARNATAKA,25.0,3.1,6.6,413,4.0,0.47,3300,24000
LAKE,KARNATAKA,25.0,0.3,6.6,1023,9.0,0.90,3300,35000
LAKE,KARNATAKA,24.0,1.5,6.5,552,4.0,1.40,3300,24000
LAKE,KARNATAKA,25.0,4.9,6.9,415,3.0,0.30,3300,24000
LAKE,KARNATAKA,25.0,0.3,7.1,512,4.0,2.09,3300,24000
LAKE,KARNATAKA,20.0,4.3,6.9,583,3.0,1.80,700,4700
LAKE,KARNATAKA,25.0,0.3,6.5,886,5.0,0.30,4800,35000
LAKE,KARNATAKA,25.0,1.1,6.5,562,4.0,0.50,4300,35000
LAKE,KARNATAKA,25.0,2.8,6.6,216,3.4,0.50,2300,24000
LAKE,KARNATAKA,25.0,4.2,7.0,239,2.0,0.60,2300,24000
LAKE,KARNATAKA,25.0,4.2,6.5,444,3.0,0.50,2300,24000
LAKE,KARNATAKA,25.0,0.3,6.7,1109,7.0,0.40,9400,54000
LAKE,KARNATAKA,25.0,2.0,6.5,369,3.0,0.58,3400,24000
LAKE,KARNATAKA,25.0,1.8,6.6,254,3.0,0.30,4000,24000
LAKE,KARNATAKA,25.0,2.0,6.8,253,3.0,0.67,2300,24000
LAKE,KARNATAKA,25.0,0.3,6.5,798,6.0,1.00,11000,160000
LAKE,KARNATAKA,24.0,0.3,6.6,496,4.0,0.30,3300,24000
LAKE,KARNATAKA,25.0,4.1,6.5,201,3.0,0.60,4600,24000
LAKE,KARNATAKA,21.0,1.0,7.0,742,1.4,2.50,1300,7900
TANK,KARNATAKA,23.0,3.1,8.0,654,4.0,0.30,-,-
TANK,KARNATAKA,25.0,4.0,6.5,421,4.0,0.90,6300,54000
TANK,KARNATAKA,25.0,4.2,6.5,89,3.0,0.30,3300,35000
TANK,KARNATAKA,25.0,0.3,6.6,414,2.0,0.72,3300,24000
TANK,KARNATAKA,21.0,0.3,6.6,293,3.7,0.32,1480,3200
TANK,KARNATAKA,25.0,4.0,6.5,173,3.0,0.30,4100,24000
TANK,KARNATAKA,21.0,3.0,7.3,980,3.8,0.70,130,1100
TANK,KARNATAKA,21.0,5.4,7.4,290,2.0,0.30,110,920
TANK,KARNATAKA,25.0,3.0,6.5,196,5.0,0.40,6300,54000
TANK,KARNATAKA,25.0,5.9,7.7,500,2.0,0.30,330,2200
TANK,KARNATAKA,25.0,0.5,6.6,304,3.0,0.73,3300,24000
TANK,KARNATAKA,25.0,4.1,6.4,426,3.0,0.70,2700,24000
TANK,KARNATAKA,26.0,0.5,7.1,260,3.0,0.30,-,-
TANK,KARNATAKA,25.0,1.0,6.7,740,4.0,2.00,3300,35000
TANK,KARNATAKA,25.0,2.2,6.8,821,4.0,0.81,3300,24000
TANK,KARNATAKA,25.0,3.2,6.5,274,3.0,0.94,4800,35000
TANK,KARNATAKA,25.0,0.3,6.7,1099,6.0,1.00,2300,24000
TANK,KARNATAKA,25.0,2.9,6.1,194,2.0,0.51,3300,13000
TANK,KARNATAKA,25.0,3.0,6.5,271,3.0,0.30,4700,35000
TANK,KARNATAKA,25.0,0.3,6.5,237,3.8,0.70,2300,24000
TANK,KARNATAKA,25.0,4.8,6.5,155,3.0,0.30,2300,24000
TANK,KARNATAKA,25.0,3.3,6.5,574,4.0,1.10,3300,35000
TANK,KARNATAKA,25.0,4.0,6.3,236,2.0,0.60,3300,24000
TANK,KARNATAKA,21.0,4.6,7.6,460,2.0,0.30,140,1100
TANK,KARNATAKA,20.0,5.6,7.4,330,2.0,0.30,92,920
TANK,KARNATAKA,22.0,4.2,7.5,390,2.2,0.30,210,1700
TANK,KARNATAKA,24.0,4.5,7.4,739,9.0,1.22,63,279
TANK,KARNATAKA,25.0,0.3,6.2,321,4.0,0.30,3400,24000
TANK,KARNATAKA,24.0,6.9,7.4,312,2.5,0.30,350,1600
TANK,KARNATAKA,21.0,5.3,7.3,440,2.0,0.30,170,1200
TANK,KARNATAKA,24.0,7.0,7.5,326,3.0,0.30,350,1600
TANK,KARNATAKA,23.0,4.6,7.3,320,2.0,0.30,200,1700
TANK,KARNATAKA,23.0,4.8,6.5,394,2.0,1.00,2700,24000
TANK,KARNATAKA,21.0,4.2,7.7,390,2.1,0.30,210,1400
TANK,KARNATAKA,25.0,1.8,6.5,393,4.0,0.40,3300,24000
TANK,KARNATAKA,25.0,0.3,6.7,1237,9.0,1.80,2100,24000
TANK,KARNATAKA,21.0,2.4,7.3,990,3.4,0.50,110,920
TANK,KARNATAKA,19.0,6.0,7.4,496,2.5,1.50,700,4300
TANK,KARNATAKA,23.0,6.7,7.5,447,3.2,0.62,32,212
TANK,KARNATAKA,25.0,1.3,6.5,289,3.0,0.59,3300,24000
TANK,KARNATAKA,25.0,3.1,6.5,407,3.0,0.40,3300,35000
TANK,KARNATAKA,22.0,3.6,7.7,500,2.6,0.30,140,1100
TANK,KARNATAKA,26.0,5.8,7.6,220,2.2,0.30,-,-
TANK,KARNATAKA,21.0,5.7,7.3,450,1.8,0.30,93,920
TANK,KARNATAKA,27.0,6.9,8.0,330,2.3,1.10,-,-
TANK,KARNATAKA,25.0,2.6,6.6,397,3.0,0.61,3100,24000
TANK,KARNATAKA,21.0,5.0,7.5,370,2.0,0.30,94,920
TANK,KARNATAKA,25.0,3.4,6.2,213,2.0,0.56,2300,24000
TANK,KARNATAKA,25.0,3.4,6.5,64,3.0,0.30,4900,24000
TANK,KARNATAKA,25.0,4.2,6.7,286,3.0,1.03,2300,24000
TANK,KARNATAKA,21.0,1.9,7.3,740,3.8,0.70,930,7000
TANK,KARNATAKA,25.0,0.3,6.3,375,4.0,1.60,4900,24000
TANK,KARNATAKA,26.0,6.5,7.8,922,6.0,0.30,7900,35000
TANK,KARNATAKA,25.0,3.3,6.6,643,4.0,0.30,3300,24000
TANK,KARNATAKA,25.0,0.3,6.5,183,8.0,0.80,4600,35000
TANK,KARNATAKA,24.0,4.2,7.2,770,5.0,0.30,-,-
TANK,KARNATAKA,26.0,6.5,7.5,962,7.0,0.30,14000,54000
TANK,KARNATAKA,25.0,1.1,6.6,704,3.0,1.00,4600,35000
TANK,KARNATAKA,25.0,4.8,6.5,151,3.0,0.52,630,5400
TANK,KARNATAKA,25.0,1.0,6.5,308,3.0,0.50,4000,24000
TANK,KARNATAKA,25.0,0.3,6.1,211,3.6,0.50,3300,24000
TANK,KARNATAKA,24.0,7.3,7.5,326,1.0,0.32,2,10
TANK,KARNATAKA,23.0,6.5,7.3,620,3.2,0.72,19,76
TANK,KARNATAKA,22.0,5.2,7.4,380,1.8,0.30,94,920
TANK,KARNATAKA,28.0,4.9,6.5,128,2.0,2.10,23,23
TANK,KARNATAKA,25.0,2.8,7.2,896,5.0,2.00,1200,35000
TANK,KARNATAKA,25.0,1.6,6.2,230,2.0,0.56,3300,24000
TANK,KARNATAKA,25.0,0.3,6.7,1035,5.0,1.15,7900,54000
TANK,KARNATAKA,23.0,7.1,6.8,163,2.2,0.30,2,19
TANK,KARNATAKA,22.0,4.1,7.4,450,2.0,0.30,170,1100
TANK,KARNATAKA,25.0,4.9,6.5,267,3.0,0.56,490,2400
TANK,KARNATAKA,22.0,4.5,7.6,780,3.0,0.50,220,1600
TANK,KARNATAKA,22.0,5.4,7.5,370,1.8,0.30,140,1100
TANK,KARNATAKA,25.0,6.0,7.7,104,2.0,0.30,-,-
TANK,KARNATAKA,26.0,6.0,7.5,1035,3.0,0.30,630,2200
TANK,KARNATAKA,25.0,0.3,6.5,762,5.0,2.00,4000,35000
TANK,KARNATAKA,23.0,5.8,7.1,732,3.3,1.02,13,70
TANK,KARNATAKA,21.0,4.3,7.3,690,2.9,0.30,340,2200
TANK,KARNATAKA,25.0,0.3,6.5,969,5.0,0.80,4600,35000
TANK,KARNATAKA,23.0,6.9,7.7,581,3.4,0.52,41,221
TANK,KARNATAKA,25.0,6.9,7.7,876,3.3,1.02,21,120
TANK,KARNATAKA,25.0,0.3,6.7,192,4.0,0.52,2700,24000
TANK,KARNATAKA,25.0,0.3,6.5,309,3.0,0.80,4600,24000
TANK,KARNATAKA,24.0,1.9,6.5,667,2.0,0.80,2300,24000
TANK,KARNATAKA,25.0,6.2,7.2,92,2.0,0.30,-,-
TANK,KARNATAKA,25.0,4.0,6.5,512,4.0,1.20,140,24000
TANK,KARNATAKA,25.0,3.1,6.6,887,5.0,0.70,3300,24000
LAKE,KERALA,29.0,5.4,6.9,148,1.0,0.30,2,2
LAKE,KERALA,22.0,5.1,6.3,15000,1.0,0.30,100,350
LAKE,KERALA,29.0,3.1,6.9,1285,1.4,0.30,200,400
LAKE,KERALA,26.0,5.7,6.5,100,1.0,0.30,100,630
LAKE,KERALA,28.0,6.1,6.6,131,1.0,0.30,2,2
LAKE,KERALA,26.0,1.6,6.4,173,1.0,0.30,920,2100
LAKE,KERALA,20.0,5.1,6.2,12140,1.0,0.30,94,380
LAKE,KERALA,24.0,6.7,6.6,47,1.0,0.30,20,100
LAKE,KERALA,24.0,6.5,6.7,36,1.0,0.30,2,2
LAKE,KERALA,25.0,6.9,6.5,24,1.0,0.30,2,14
LAKE,KERALA,24.0,6.9,6.2,23,1.0,0.30,47,84
LAKE,KERALA,25.0,6.9,6.4,21,1.0,0.30,2,12
LAKE,KERALA,22.0,6.1,6.8,77,1.0,0.30,2,100
LAKE,KERALA,21.0,6.5,6.4,162,1.0,0.30,70,240
LAKE,KERALA,27.0,3.4,6.3,200,1.0,0.30,630,1500
POND,KERALA,23.0,6.5,6.7,43,1.0,0.30,20,40
POND,KERALA,26.0,2.5,7.0,248,3.7,0.30,1000,3100
POND,LAKSHADWEEP,27.9,-,7.1,229,-,0.32,2,2
POND,LAKSHADWEEP,28.0,9.0,7.1,300,1.0,0.32,5,1600
POND,LAKSHADWEEP,28.1,-,6.4,658,-,-,-,-
LAKE,"MADHYA 
PRADESH",19.0,6.8,7.4,326,1.0,0.54,2,43
LAKE,"MADHYA 
PRADESH",20.0,7.0,7.1,325,1.0,0.02,2,40
LAKE,"MADHYA 
PRADESH",17.0,5.8,7.1,280,2.7,0.30,2,43
LAKE,"MADHYA 
PRADESH",19.2,6.7,7.0,204,1.0,0.35,2,33
LAKE,"MADHYA 
PRADESH",20.0,6.0,6.8,215,1.4,0.33,2,49
LAKE,"MADHYA 
PRADESH",20.0,7.0,7.2,250,1.4,0.30,2,24
LAKE,"MADHYA 
PRADESH",17.0,7.1,7.1,511,1.0,2.20,3,14
LAKE,"MADHYA 
PRADESH",19.0,5.2,7.1,183,1.0,1.88,2,110
LAKE,"MADHYA 
PRADESH",16.6,7.1,7.2,238,1.0,0.13,2,8
LAKE,"MADHYA 
PRADESH",22.0,4.3,7.2,243,1.0,0.05,2,4
LAKE,"MADHYA 
PRADESH",19.0,4.7,7.2,226,1.2,3.80,2,150
LAKE,"MADHYA 
PRADESH",20.0,5.2,7.6,278,1.7,0.60,2,32
